,L,R,F,M,C
14806,35 days 12:48:00,1.6,12,22945,0.701971236
14807,24 days 01:36:00,5.633333333333334,20,24208,0.665315598
14808,49 days 18:24:00,0.13333333333333333,24,25087,0.642003827
14809,47 days 04:00:00,3.1333333333333333,17,20047,0.803402005
14810,28 days 02:24:00,0.1,21,25966,0.62022799
14811,60 days 19:12:00,0.4666666666666667,13,21428,0.751563375
14812,12 days 12:48:00,0.36666666666666664,18,19477,0.826841916
14813,12 days 07:12:00,0.4,19,26940,0.597780624
14814,19 days 18:24:00,0.4666666666666667,28,24477,0.657927851
14815,27 days 16:00:00,1.2333333333333334,12,23897,0.67383228
14816,95 days 15:12:00,3.2,14,22219,0.724714884
14817,36 days 08:48:00,5.633333333333334,11,19360,0.831735537
14818,104 days 04:00:00,2.1,22,22875,0.703862732
14819,14 days 22:24:00,4.533333333333333,7,19187,0.839061865
14820,39 days 01:36:00,18.7,3,22155,0.726635071
14821,43 days 05:36:00,1.5,3,22783,0.706589562
14822,14 days 09:36:00,1.5333333333333334,14,24646,0.653161162
14823,57 days 18:24:00,3.466666666666667,17,22667,0.710174703
14824,57 days 23:12:00,15.366666666666667,20,20916,0.769530503
14825,43 days 04:00:00,1.3666666666666667,18,22800,0.705933333
14826,66 days 04:00:00,5.133333333333334,7,20454,0.786869072
14827,49 days 23:12:00,0.4666666666666667,23,26011,0.618755142
14828,94 days 06:24:00,0.36666666666666664,19,19178,0.839129211
14829,99 days 21:36:00,2.933333333333333,25,23854,0.674628574
14830,109 days 14:24:00,1.0666666666666667,29,22846,0.704363127
14831,65 days 20:48:00,0.16666666666666666,12,18513,0.869209204
14832,52 days 04:00:00,1.6,19,23577,0.682454087
14833,71 days 10:24:00,0.4,20,22803,0.705594001
14834,28 days 02:24:00,3.7666666666666666,4,25391,0.63363554
14835,80 days 20:00:00,4.933333333333334,15,21504,0.748166853
14836,86 days 12:48:00,0.03333333333333333,63,20412,0.788075152
14837,37 days 04:00:00,5.0,13,20762,0.774685965
14838,25 days 22:24:00,0.43333333333333335,15,18480,0.870343615
14839,14 days 07:12:00,5.333333333333333,15,18676,0.8611994
14840,50 days 18:24:00,1.5333333333333334,11,12246,1.313076106
14841,73 days 20:48:00,0.6,11,13867,1.15942237
14842,16 days 17:36:00,1.0,6,11402,1.41
14843,112 days 12:48:00,0.03333333333333333,19,22456,0.715714286
14844,25 days 03:12:00,2.1666666666666665,17,25615,0.627367948
14845,65 days 07:12:00,1.4666666666666666,10,26430,0.608
14846,15 days 14:24:00,3.7,8,21144,0.76
14847,90 days 21:36:00,0.7,11,17429,0.92192151
14848,39 days 00:48:00,1.4333333333333333,32,19108,0.840855663
14849,79 days 02:24:00,1.4,16,21048,0.763314804
14850,72 days 12:48:00,3.6666666666666665,15,24863,0.646084543
14851,96 days 15:12:00,0.6333333333333333,21,22639,0.709364813
14852,40 days 17:36:00,2.533333333333333,18,26108,0.615088862
14853,99 days 23:12:00,0.7666666666666667,9,23898,0.671826094
14854,37 days 07:12:00,1.1666666666666667,12,22085,0.726901064
14855,56 days 22:24:00,7.766666666666667,7,20701,0.77545819
14856,72 days 02:24:00,6.533333333333333,14,23617,0.679700216
14857,104 days 12:00:00,5.433333333333334,13,21917,0.732399963
14858,46 days 03:12:00,6.966666666666667,9,21858,0.734360875
14859,56 days 19:12:00,3.2,10,22651,0.708604477
14860,25 days 00:48:00,3.3666666666666667,15,24273,0.661205455
14861,46 days 09:36:00,0.1,10,22828,0.703038374
14862,35 days 02:24:00,9.6,6,20556,0.780725336
14863,52 days 23:12:00,4.0,23,24389,0.658020009
14864,79 days 22:24:00,1.4,22,22424,0.715681859
14865,19 days 08:00:00,8.433333333333334,17,16734,0.958908211
14866,75 days 08:48:00,12.566666666666666,16,21833,0.734860074
14867,19 days 14:24:00,0.13333333333333333,10,20761,0.772726747
14868,58 days 15:12:00,0.8,19,24347,0.658879944
14869,73 days 11:12:00,1.6333333333333333,14,18993,0.844560101
14870,30 days 22:24:00,6.633333333333334,24,25812,0.621424144
14871,29 days 14:24:00,0.8666666666666667,10,23173,0.692133086
14872,91 days 07:12:00,1.0,15,23551,0.680980425
14873,15 days 16:48:00,5.3,21,21125,0.759140355
14874,53 days 17:36:00,5.933333333333334,10,12021,1.334067881
14875,29 days 07:12:00,1.4,12,23831,0.672803911
14876,45 days 12:00:00,1.1333333333333333,12,18275,0.877320383
14877,40 days 17:36:00,0.6666666666666666,23,20974,0.764423095
14878,30 days 04:00:00,0.7,16,25162,0.637123043
14879,80 days 00:00:00,0.8,25,22247,0.720594237
14880,37 days 12:48:00,2.066666666666667,10,20930,0.76588581
14881,88 days 03:12:00,0.9666666666666667,4,30282,0.529350439
14882,74 days 18:24:00,0.36666666666666664,4,13311,1.204246112
14883,81 days 04:00:00,4.666666666666667,12,27173,0.5898815
14884,85 days 20:00:00,3.566666666666667,11,18669,0.858536076
14885,32 days 16:48:00,1.5666666666666667,22,31048,0.516210384
14886,43 days 04:48:00,0.3333333333333333,24,17791,0.900855489
14887,30 days 23:12:00,0.8333333333333334,22,18576,0.862743325
14888,56 days 16:48:00,1.9333333333333333,22,21358,0.750322596
14889,55 days 04:48:00,0.16666666666666666,23,20119,0.796507282
14890,25 days 23:12:00,1.2666666666666666,20,20853,0.768397832
14891,32 days 20:48:00,0.1,19,23557,0.680092541
14892,48 days 20:48:00,0.06666666666666667,16,28059,0.570948002
14893,22 days 00:00:00,1.0666666666666667,13,17362,0.922612602
14894,24 days 02:24:00,0.26666666666666666,17,22777,0.703256794
14895,77 days 20:48:00,14.033333333333333,16,22433,0.714021754
14896,30 days 10:24:00,9.2,9,24092,0.664831479
14897,98 days 06:24:00,12.133333333333333,9,10939,1.464201481
14898,30 days 12:48:00,4.1,11,22467,0.712895803
14899,95 days 03:12:00,1.0333333333333334,18,25277,0.633637299
14900,21 days 06:24:00,19.466666666666665,3,21287,0.7523512
14901,67 days 09:36:00,0.26666666666666666,17,22207,0.721123069
14902,35 days 05:36:00,0.6666666666666666,17,20062,0.79813877
14903,77 days 11:12:00,7.1,18,24713,0.647914053
14904,55 days 11:12:00,9.4,21,22742,0.704062967
14905,106 days 04:00:00,5.4,14,21640,0.739902495
14906,91 days 16:48:00,0.9333333333333333,19,20561,0.778696075
14907,71 days 18:24:00,0.36666666666666664,21,24285,0.659249743
14908,36 days 15:12:00,0.23333333333333334,18,22811,0.701834641
14909,41 days 18:24:00,1.6,4,28021,0.57130652
14910,82 days 17:36:00,2.6666666666666665,14,21322,0.750791671
14911,32 days 23:12:00,2.7,13,21423,0.747224478
14912,104 days 04:00:00,0.36666666666666664,21,23260,0.688182287
14913,19 days 04:00:00,3.4,17,23308,0.686727304
14914,79 days 05:36:00,9.033333333333333,16,24074,0.664862507
14915,12 days 09:36:00,4.8,16,22768,0.702962491
14916,91 days 17:36:00,0.5666666666666667,14,23470,0.681909246
14917,60 days 21:36:00,0.03333333333333333,16,25123,0.636939458
14918,55 days 05:36:00,0.4,18,32077,0.498757365
14919,52 days 00:00:00,7.9,4,27131,0.589670119
14920,91 days 06:24:00,7.233333333333333,10,22553,0.709309626
14921,29 days 21:36:00,1.2,31,19498,0.820412863
14922,87 days 16:48:00,1.1333333333333333,24,27598,0.579605769
14923,74 days 04:48:00,5.466666666666667,10,14598,1.095639129
14924,105 days 04:00:00,4.2,17,24887,0.642664443
14925,99 days 12:48:00,0.8666666666666667,14,29078,0.55
14926,55 days 04:00:00,2.2333333333333334,14,22547,0.709290815
14927,92 days 14:24:00,0.2,18,20722,0.771757552
14928,29 days 12:48:00,0.9333333333333333,17,24125,0.662864249
14929,66 days 12:00:00,1.4666666666666666,13,20839,0.76735256
14930,51 days 13:36:00,0.4666666666666667,15,23634,0.676594313
14931,49 days 12:00:00,1.7666666666666666,12,17120,0.934001168
14932,79 days 00:48:00,6.433333333333334,13,22508,0.710301226
14933,41 days 19:12:00,0.13333333333333333,17,18345,0.871463069
14934,71 days 09:36:00,12.5,11,17664,0.905047554
14935,33 days 03:12:00,1.0666666666666667,18,22271,0.717820933
14936,28 days 05:36:00,12.133333333333333,13,13131,1.217405377
14937,39 days 16:48:00,2.566666666666667,13,20766,0.769602716
14938,30 days 16:48:00,0.1,14,25787,0.619599411
14939,24 days 03:12:00,1.4,11,14596,1.094612223
14940,73 days 20:48:00,1.8333333333333333,16,21701,0.736171605
14941,15 days 20:48:00,2.8666666666666667,17,21448,0.744834017
14942,97 days 04:48:00,0.13333333333333333,23,18091,0.883033553
14943,70 days 05:36:00,3.2,16,19459,0.820913202
14944,24 days 14:24:00,4.733333333333333,22,21207,0.753079644
14945,12 days 14:24:00,9.933333333333334,3,25511,0.626026028
14946,65 days 20:00:00,0.36666666666666664,17,26825,0.595314445
14947,79 days 01:36:00,0.16666666666666666,2,15208,1.05
14948,39 days 21:36:00,15.0,2,15208,1.05
14949,19 days 21:36:00,1.9,7,20874,0.764984191
14950,77 days 21:36:00,0.36666666666666664,3,21019,0.759693611
14951,79 days 04:48:00,0.6,19,21145,0.755144006
14952,15 days 14:24:00,0.8333333333333334,15,24473,0.652450047
14953,28 days 08:48:00,0.8333333333333334,17,23767,0.671829427
14954,71 days 10:24:00,4.533333333333333,22,22399,0.712818876
14955,103 days 16:00:00,0.6666666666666666,21,22002,0.725639033
14956,39 days 00:48:00,8.366666666666667,12,27438,0.581871492
14957,94 days 11:12:00,0.1,10,20047,0.796382501
14958,14 days 20:48:00,0.36666666666666664,19,17234,0.926292793
14959,63 days 07:12:00,1.0,13,16907,0.944175194
14960,78 days 04:48:00,6.133333333333334,12,20334,0.78500836
14961,66 days 09:36:00,5.733333333333333,13,24747,0.645011517
14962,38 days 22:24:00,5.166666666666667,10,23434,0.681113766
14963,77 days 04:00:00,0.13333333333333333,17,18121,0.880782518
14964,29 days 23:12:00,2.466666666666667,13,22064,0.723341189
14965,13 days 20:00:00,7.7,2,15199,1.05
14966,34 days 00:48:00,0.3,18,20612,0.774209199
14967,112 days 01:36:00,0.7,15,23356,0.683131529
14968,47 days 12:48:00,1.3,24,17801,0.896297961
14969,80 days 05:36:00,0.13333333333333333,16,19709,0.809524075
14970,22 days 19:12:00,0.3,18,26867,0.593806156
14971,31 days 09:36:00,0.3,9,25499,0.625568846
14972,109 days 14:24:00,0.06666666666666667,21,30710,0.51941322
14973,93 days 18:24:00,3.066666666666667,23,23233,0.686422761
14974,60 days 15:12:00,6.433333333333334,11,28421,0.561089335
14975,17 days 15:12:00,4.4,23,24581,0.64869452
14976,13 days 15:12:00,1.0,14,21909,0.727785841
14977,61 days 18:24:00,2.466666666666667,11,20079,0.794083371
14978,44 days 08:48:00,2.8666666666666667,22,22335,0.713815984
14979,19 days 15:12:00,0.2,23,25868,0.616269136
14980,75 days 16:48:00,0.1,18,20637,0.772467413
14981,77 days 09:36:00,3.933333333333333,17,32365,0.492510119
14982,45 days 08:48:00,0.36666666666666664,12,11080,1.438592058
14983,31 days 13:36:00,0.2,11,19705,0.808844963
14984,31 days 04:00:00,0.03333333333333333,17,20302,0.785054674
14985,25 days 05:36:00,15.6,8,18453,0.863691541
14986,38 days 12:00:00,0.6333333333333333,33,19178,0.830947961
14987,24 days 19:12:00,0.2,19,19818,0.804033202
14988,42 days 20:48:00,0.2,18,20014,0.796158689
14989,63 days 04:48:00,5.5,11,21588,0.738050769
14990,103 days 22:24:00,0.16666666666666666,20,22712,0.701494364
14991,95 days 13:36:00,3.8666666666666667,14,21727,0.733292677
14992,45 days 18:24:00,1.0666666666666667,11,21020,0.757943863
14993,72 days 21:36:00,2.8,17,17917,0.889168388
14994,92 days 16:00:00,4.1,21,22715,0.701308387
14995,74 days 20:00:00,0.5666666666666667,16,30542,0.521531661
14996,31 days 08:00:00,5.133333333333334,14,17960,0.886886414
14997,32 days 00:00:00,0.36666666666666664,14,28763,0.553754129
14998,31 days 16:00:00,1.5333333333333334,18,23586,0.675289579
14999,25 days 01:36:00,4.133333333333334,8,11797,1.350073748
15000,57 days 14:24:00,0.1,7,10905,1.460484182
15001,57 days 17:36:00,1.6333333333333333,14,23389,0.680903416
15002,60 days 07:12:00,3.8333333333333335,19,28079,0.567169771
15003,63 days 04:00:00,6.733333333333333,19,19556,0.814354674
15004,23 days 20:48:00,0.8,19,22759,0.699735929
15005,83 days 06:24:00,0.3333333333333333,12,21272,0.748626363
15006,50 days 12:00:00,2.2,14,25516,0.624047656
15007,76 days 16:48:00,3.7666666666666666,12,22974,0.693065639
15008,78 days 16:00:00,3.6333333333333333,20,24979,0.637413828
15009,106 days 11:12:00,0.1,25,23748,0.670420246
15010,12 days 06:24:00,0.8666666666666667,12,31585,0.504042425
15011,99 days 08:48:00,0.6666666666666666,19,17672,0.900771842
15012,47 days 17:36:00,1.3,12,22397,0.710736706
15013,35 days 04:48:00,0.8,18,21855,0.728235644
15014,66 days 16:00:00,2.2666666666666666,12,21406,0.743509296
15015,63 days 18:24:00,1.4333333333333333,17,21649,0.735125872
15016,25 days 04:48:00,5.0,2,20272,0.785
15017,36 days 17:36:00,0.3,15,20302,0.783831642
15018,24 days 11:12:00,3.3,19,18753,0.848558631
15019,49 days 10:24:00,2.3666666666666667,21,16514,0.963567276
15020,35 days 00:00:00,2.7,8,21144,0.7525
15021,42 days 00:00:00,0.43333333333333335,30,23039,0.690580754
15022,92 days 08:00:00,0.1,27,26684,0.596242317
15023,99 days 12:48:00,0.06666666666666667,22,27710,0.574105738
15024,99 days 19:12:00,0.4,14,25587,0.62170868
15025,36 days 22:24:00,10.133333333333333,11,23098,0.688683869
15026,17 days 04:00:00,0.06666666666666667,29,18415,0.863786587
15027,70 days 11:12:00,4.366666666666666,18,25082,0.634157165
15028,74 days 21:36:00,3.1333333333333333,22,21157,0.751722361
15029,46 days 12:48:00,0.5333333333333333,21,16518,0.962781208
15030,23 days 13:36:00,1.9,10,17715,0.897723963
15031,34 days 12:48:00,1.3333333333333333,16,25146,0.632403961
15032,34 days 01:36:00,17.133333333333333,2,24464,0.65
15033,70 days 03:12:00,20.3,2,24464,0.65
15034,76 days 15:12:00,19.333333333333332,2,24464,0.65
15035,43 days 16:00:00,19.733333333333334,2,24464,0.65
15036,65 days 16:00:00,19.766666666666666,2,24464,0.65
15037,26 days 12:48:00,6.766666666666667,17,20578,0.772635339
15038,26 days 20:00:00,5.733333333333333,12,19584,0.811804024
15039,77 days 22:24:00,4.533333333333333,13,22232,0.715092659
15040,92 days 13:36:00,7.433333333333334,16,17940,0.886102007
15041,21 days 04:48:00,2.7,13,21264,0.747565369
15042,77 days 01:36:00,3.4,8,22325,0.712013438
15043,73 days 05:36:00,0.6333333333333333,23,25649,0.619713049
15044,24 days 07:12:00,20.733333333333334,8,18256,0.870634312
15045,57 days 03:12:00,0.3333333333333333,27,31590,0.503138335
15046,14 days 14:24:00,0.2,21,20081,0.791490962
15047,25 days 08:00:00,8.533333333333333,9,22424,0.70876873
15048,41 days 23:12:00,1.6666666666666667,13,22980,0.691521323
15049,14 days 00:00:00,2.6333333333333333,13,22123,0.718304932
15050,31 days 12:48:00,0.8,18,27692,0.573845515
15051,45 days 15:12:00,3.1,13,19756,0.804296416
15052,82 days 23:12:00,0.23333333333333334,11,19753,0.80435225
15053,39 days 16:00:00,4.266666666666667,15,20858,0.761734107
15054,39 days 09:36:00,1.7,8,18953,0.838237746
15055,27 days 14:24:00,2.933333333333333,15,30930,0.513639509
15056,33 days 19:12:00,0.26666666666666666,22,22430,0.708228266
15057,33 days 04:48:00,6.2,13,21240,0.747902072
15058,25 days 10:24:00,5.0,17,19269,0.824401889
15059,21 days 16:48:00,11.0,12,22881,0.694235392
15060,67 days 17:36:00,1.1,18,22624,0.702044289
15061,21 days 19:12:00,4.966666666666667,14,18119,0.876488217
15062,14 days 12:48:00,0.06666666666666667,15,21043,0.754678515
15063,22 days 18:24:00,10.2,8,28636,0.554571169
15064,33 days 04:48:00,4.5,16,20259,0.783700084
15065,36 days 23:12:00,0.7666666666666667,23,24791,0.640425154
15066,18 days 20:48:00,1.9333333333333333,11,20600,0.770697087
15067,33 days 06:24:00,0.13333333333333333,18,21858,0.726330863
15068,18 days 21:36:00,3.7333333333333334,15,25598,0.620148449
15069,74 days 00:00:00,0.4,46,20828,0.762168235
15070,24 days 08:48:00,0.1,12,33429,0.474859852
15071,102 days 01:36:00,1.8666666666666667,13,19871,0.79884807
15072,78 days 01:36:00,5.6,8,18814,0.843662166
15073,15 days 15:12:00,2.0,8,19736,0.804143697
15074,76 days 14:24:00,0.8666666666666667,17,25547,0.621208361
15075,45 days 06:24:00,3.6333333333333333,17,27240,0.58257232
15076,91 days 20:00:00,0.8666666666666667,18,23300,0.680996996
15077,14 days 03:12:00,7.566666666666666,4,30636,0.517897245
15078,55 days 04:48:00,2.966666666666667,18,25289,0.627308316
15079,46 days 10:24:00,1.6666666666666667,12,20426,0.77664741
15080,102 days 14:24:00,1.4666666666666666,8,17559,0.903309983
15081,28 days 00:00:00,7.866666666666666,26,22740,0.697439314
15082,97 days 04:00:00,8.733333333333333,9,23105,0.686381736
15083,50 days 15:12:00,2.2666666666666666,33,21982,0.721383405
15084,18 days 20:48:00,1.2333333333333334,11,20865,0.759955428
15085,36 days 17:36:00,0.6333333333333333,17,18747,0.845798261
15086,91 days 09:36:00,2.2333333333333334,13,23141,0.685196837
15087,68 days 15:12:00,1.1,12,23859,0.66455719
15088,34 days 05:36:00,0.5,14,33454,0.473863514
15089,60 days 21:36:00,0.3,23,21721,0.729792827
15090,49 days 05:36:00,0.5666666666666667,22,27687,0.572528985
15091,28 days 20:00:00,5.7,7,21151,0.749431705
15092,17 days 09:36:00,2.033333333333333,12,17895,0.885774797
15093,95 days 00:48:00,4.166666666666667,9,24396,0.64970364
15094,45 days 23:12:00,0.13333333333333333,20,30575,0.518390188
15095,27 days 21:36:00,1.1333333333333333,22,28043,0.565182755
15096,34 days 16:00:00,0.06666666666666667,17,25172,0.629642857
15097,80 days 17:36:00,2.8,15,21161,0.748838429
15098,85 days 12:48:00,15.0,16,23403,0.677079862
15099,24 days 15:12:00,0.03333333333333333,17,21025,0.753647087
15100,31 days 20:00:00,7.366666666666666,13,22935,0.690853281
15101,55 days 00:48:00,3.6,15,22179,0.714368547
15102,17 days 06:24:00,1.8333333333333333,11,28625,0.55349869
15103,39 days 07:12:00,7.133333333333334,13,19073,0.830606092
15104,50 days 07:12:00,5.433333333333334,13,21178,0.748044197
15105,62 days 08:00:00,1.0333333333333334,14,23934,0.661848834
15106,64 days 12:00:00,1.7,17,21884,0.723838878
15107,15 days 00:00:00,4.833333333333333,14,18003,0.879848914
15108,34 days 08:00:00,0.5666666666666667,22,25174,0.629158656
15109,77 days 14:24:00,3.8333333333333335,19,17983,0.880693433
15110,45 days 20:00:00,3.5,19,21718,0.729224146
15111,27 days 00:48:00,0.16666666666666666,22,22569,0.701714741
15112,39 days 09:36:00,0.4,13,21966,0.720976509
15113,27 days 22:24:00,1.5333333333333334,23,19853,0.797624037
15114,49 days 05:36:00,0.4,21,18993,0.83368083
15115,43 days 08:00:00,0.5333333333333333,17,22579,0.701266664
15116,24 days 19:12:00,6.566666666666666,11,18785,0.842841097
15117,19 days 04:48:00,6.166666666666667,11,22947,0.689942912
15118,66 days 06:24:00,0.13333333333333333,15,24736,0.640013341
15119,93 days 17:36:00,0.4,24,26142,0.605540892
15120,28 days 19:12:00,17.8,11,15829,1.0
15121,27 days 16:00:00,4.1,11,23220,0.681651593
15122,33 days 05:36:00,5.2,10,19842,0.797586937
15123,56 days 19:12:00,0.9666666666666667,10,17357,0.911666763
15124,49 days 13:36:00,3.4,22,24203,0.65378796
15125,31 days 16:48:00,10.366666666666667,12,20254,0.781258023
15126,29 days 04:48:00,18.633333333333333,15,19102,0.828303319
15127,36 days 14:24:00,0.6,22,26391,0.599477094
15128,73 days 15:12:00,2.7333333333333334,11,18843,0.839605689
15129,64 days 06:24:00,11.633333333333333,8,25157,0.628870692
15130,87 days 20:00:00,0.03333333333333333,20,19655,0.804875095
15131,17 days 21:36:00,9.333333333333334,8,24014,0.658772799
15132,18 days 21:36:00,0.8666666666666667,16,21306,0.742495541
15133,28 days 12:00:00,10.133333333333333,3,22814,0.693323398
15134,35 days 10:24:00,0.7333333333333333,23,25344,0.624106297
15135,92 days 12:48:00,0.16666666666666666,16,24678,0.640929573
15136,111 days 11:12:00,0.3333333333333333,22,30155,0.524477864
15137,94 days 20:48:00,0.5,14,23062,0.685613563
15138,83 days 03:12:00,0.4,17,23404,0.675579388
15139,38 days 00:00:00,3.6,12,26486,0.596867024
15140,27 days 18:24:00,3.533333333333333,9,20568,0.768579347
15141,95 days 09:36:00,0.23333333333333334,15,20899,0.756373032
15142,91 days 17:36:00,0.1,15,24770,0.638165523
15143,22 days 06:24:00,2.7333333333333334,8,20183,0.783150176
15144,48 days 18:24:00,0.7,15,26868,0.58828681
15145,29 days 09:36:00,4.766666666666667,11,21494,0.735355913
15146,93 days 13:36:00,1.7,14,24811,0.637037201
15147,78 days 22:24:00,2.566666666666667,22,24407,0.647547425
15148,27 days 05:36:00,2.2,18,26944,0.58656584
15149,45 days 08:48:00,7.1,9,19635,0.804902979
15150,68 days 02:24:00,2.0,3,27136,0.582385024
15151,86 days 19:12:00,2.3666666666666667,15,23124,0.683381335
15152,48 days 06:24:00,2.066666666666667,14,27894,0.566483832
15153,37 days 03:12:00,2.933333333333333,14,20570,0.7681614
15154,98 days 15:12:00,0.6,10,23651,0.668002621
15155,98 days 09:36:00,0.9,18,24151,0.654137303
15156,101 days 04:00:00,10.6,5,17318,0.912206952
15157,101 days 01:36:00,1.0666666666666667,24,18473,0.855143723
15158,17 days 04:00:00,1.0,13,21178,0.745893852
15159,24 days 10:24:00,0.9,16,21432,0.736913494
15160,89 days 04:00:00,0.6666666666666666,21,19541,0.808221688
15161,103 days 02:24:00,0.36666666666666664,22,19966,0.791001202
15162,76 days 07:12:00,1.2333333333333334,18,22827,0.691848688
15163,35 days 23:12:00,0.9,21,20009,0.789283822
15164,76 days 20:48:00,0.7666666666666667,24,26288,0.600748631
15165,33 days 04:48:00,0.3333333333333333,15,26620,0.593241172
15166,71 days 00:00:00,0.03333333333333333,8,18825,0.838856308
15167,38 days 00:48:00,0.4,20,19075,0.827746789
15168,69 days 23:12:00,0.1,20,17959,0.879140821
15169,53 days 09:36:00,3.933333333333333,15,25813,0.611598807
15170,43 days 22:24:00,1.7333333333333334,14,18861,0.837004401
15171,52 days 14:24:00,0.5666666666666667,18,21883,0.721402916
15172,51 days 12:48:00,2.466666666666667,17,23426,0.673877316
15173,95 days 14:24:00,0.4666666666666667,12,26631,0.592775337
15174,72 days 20:48:00,1.7,19,20015,0.788698476
15175,93 days 02:24:00,3.566666666666667,16,22576,0.699203136
15176,40 days 19:12:00,0.26666666666666666,26,20271,0.778695674
15177,30 days 01:36:00,6.766666666666667,10,19098,0.826490208
15178,56 days 01:36:00,1.3333333333333333,24,20462,0.77135324
15179,25 days 03:12:00,3.2,10,21587,0.731138185
15180,31 days 16:00:00,0.5333333333333333,7,18501,0.852857143
15181,84 days 18:24:00,2.933333333333333,23,25263,0.624576258
15182,18 days 08:00:00,0.9333333333333333,12,26670,0.591572928
15183,22 days 04:00:00,0.03333333333333333,16,28876,0.546354066
15184,99 days 07:12:00,7.6,7,10552,1.4950616
15185,78 days 01:36:00,5.9,13,20947,0.753118346
15186,77 days 03:12:00,2.8666666666666667,17,25676,0.61439905
15187,29 days 05:36:00,3.933333333333333,18,18817,0.838349365
15188,31 days 08:48:00,2.466666666666667,23,32579,0.484169557
15189,44 days 20:00:00,2.2333333333333334,11,23507,0.670953333
15190,21 days 20:48:00,0.1,14,25019,0.630301371
15191,66 days 22:24:00,2.3333333333333335,17,20500,0.769221951
15192,113 days 18:24:00,1.3,21,26510,0.594826481
15193,48 days 08:00:00,3.1666666666666665,20,25636,0.61510259
15194,89 days 12:00:00,0.03333333333333333,26,27947,0.564158944
15195,81 days 10:24:00,4.4,13,20095,0.784577756
15196,53 days 01:36:00,0.9666666666666667,17,18612,0.847086826
15197,18 days 18:24:00,0.03333333333333333,7,14581,1.081175502
15198,36 days 18:24:00,14.4,8,20043,0.786538941
15199,23 days 02:24:00,17.0,5,23839,0.66128403
15200,74 days 03:12:00,0.8333333333333334,20,18509,0.851665136
15201,48 days 00:00:00,0.03333333333333333,26,21011,0.750165152
15202,32 days 08:48:00,21.166666666666668,11,17353,0.908280989
15203,34 days 02:24:00,3.466666666666667,13,25381,0.620982231
15204,48 days 17:36:00,2.2,17,23074,0.683047153
15205,27 days 08:48:00,11.066666666666666,8,18974,0.830576051
15206,13 days 19:12:00,0.23333333333333334,14,24192,0.651373595
15207,17 days 15:12:00,0.26666666666666666,14,23247,0.677826816
15208,25 days 21:36:00,8.666666666666666,15,16760,0.940096659
15209,50 days 08:00:00,0.06666666666666667,23,30152,0.522475126
15210,90 days 04:00:00,6.166666666666667,5,18728,0.840971273
15211,15 days 22:24:00,0.7666666666666667,10,25041,0.628934947
15212,54 days 06:24:00,0.6666666666666666,7,20472,0.769064576
15213,52 days 08:48:00,3.2666666666666666,12,26552,0.592950813
15214,62 days 02:24:00,4.466666666666667,21,18018,0.873769009
15215,97 days 20:48:00,0.23333333333333334,14,21522,0.731448285
15216,29 days 08:00:00,3.2,10,25030,0.628819417
15217,25 days 19:12:00,14.3,24,21154,0.744022407
15218,110 days 05:36:00,1.4666666666666666,18,25757,0.611046318
15219,82 days 12:48:00,0.03333333333333333,33,22567,0.697413037
15220,28 days 19:12:00,0.13333333333333333,15,20043,0.785197326
15221,114 days 08:00:00,3.6666666666666665,15,24066,0.653922962
15222,51 days 01:36:00,0.7666666666666667,14,27925,0.563540197
15223,86 days 05:36:00,2.8,9,18948,0.830512455
15224,88 days 18:24:00,1.5,14,23288,0.675689626
15225,30 days 22:24:00,0.23333333333333334,14,23196,0.678302725
15226,50 days 06:24:00,1.4333333333333333,26,18596,0.846037858
15227,38 days 08:00:00,8.7,11,19309,0.814773422
15228,63 days 20:48:00,2.1666666666666665,9,17434,0.902380406
15229,80 days 18:24:00,0.3,12,19031,0.826571384
15230,89 days 11:12:00,10.166666666666666,3,32048,0.490838742
15231,30 days 23:12:00,8.933333333333334,9,25238,0.623276409
15232,103 days 09:36:00,2.2,17,16165,0.973084442
15233,18 days 19:12:00,0.1,26,19883,0.791112005
15234,72 days 12:48:00,2.1333333333333333,17,22660,0.694056046
15235,43 days 15:12:00,1.6333333333333333,16,27241,0.577326456
15236,78 days 04:00:00,1.5333333333333334,16,18886,0.832722652
15237,74 days 09:36:00,0.13333333333333333,21,22376,0.702751162
15238,106 days 18:24:00,0.4666666666666667,20,23817,0.66019188
15239,16 days 18:24:00,5.933333333333334,13,20006,0.785851245
15240,22 days 15:12:00,2.1,16,16705,0.941038013
15241,81 days 21:36:00,0.06666666666666667,15,26109,0.602081658
15242,17 days 16:00:00,5.433333333333334,11,20783,0.756297455
15243,35 days 19:12:00,2.2333333333333334,15,25930,0.606154261
15244,52 days 00:00:00,0.8333333333333334,21,18958,0.829004642
15245,105 days 12:48:00,0.03333333333333333,26,26803,0.586341827
15246,38 days 16:48:00,0.6,23,22423,0.700853142
15247,41 days 16:48:00,0.5666666666666667,12,21040,0.746894962
15248,23 days 18:24:00,6.366666666666666,22,24975,0.629211211
15249,61 days 20:48:00,2.466666666666667,20,20707,0.75889844
15250,44 days 16:48:00,5.066666666666666,14,16237,0.967739114
15251,31 days 04:48:00,2.7666666666666666,15,18699,0.840279159
15252,56 days 10:24:00,0.36666666666666664,19,26549,0.591788768
15253,31 days 18:24:00,23.433333333333334,2,20272,0.775
15254,81 days 04:00:00,0.03333333333333333,21,25399,0.618556242
15255,64 days 16:48:00,4.133333333333334,7,16543,0.94968869
